id,text,clean_text,department,category,severity,language,confidence,source
0,MyBMC - Welcome to BMC's Website * Include at least 1 special characters in password Copyright © The Municipal Corporation of Greater Mumbai : All rights reserved,MyBMC - Welcome to BMC's Website * Include at least 1 special characters in password Copyright © The Municipal Corporation of Greater Mumbai : All rights reserved,Unknown,Unknown,MEDIUM,en,0.0,mcgm_mumbai
1,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका Home नदी पुनरुज्जीवन प्रकल्प Home / नदी पुनरुज्जीवन प्रकल्प Final DPR Final DPR Final DPR Irrigation Department Clearance Mula River - CWPRS Approval Mula River - Environment Clearance Mula River - Hydrology and Hydraulics Report Mula River - Work Order Mula Drawing महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका Home नदी पुनरुज्जीवन प्रकल्प Home / नदी पुनरुज्जीवन प्रकल्प Final DPR Final DPR Final DPR Irrigation Department Clearance Mula River - CWPRS Approval Mula River - Environment Clearance Mula River - Hydrology and Hydraulics Report Mula River - Work Order Mula Drawing महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
2,"पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ महापौर माहिती मुख्य पृष्ठ / महानगरपालिका / महापौर माहिती महापौर श्री. रवि बाबासाहेब लांडगे नाव :- श्री. रवि बाबासाहेब लांडगे कार्यालयाचा पत्ता :- तिसरा मजला, महापौर कार्यालय मनपा मुख्य प्रशासकीय इमारत मुंबई- पुणे महामार्ग, पिंपरी <PINCODE> मोबाइल :- <PHONE> मनपा :- 020-67333333 विस्तार :- 1201/1218 ई-मेल :- <EMAIL> <EMAIL> महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस","पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ महापौर माहिती मुख्य पृष्ठ / महानगरपालिका / महापौर माहिती महापौर श्री. रवि बाबासाहेब लांडगे नाव :- श्री. रवि बाबासाहेब लांडगे कार्यालयाचा पत्ता :- तिसरा मजला, महापौर कार्यालय मनपा मुख्य प्रशासकीय इमारत मुंबई- पुणे महामार्ग, पिंपरी <PINCODE> मोबाइल :- <PHONE> मनपा :- 020-67333333 विस्तार :- 1201/1218 ई-मेल :- <EMAIL> <EMAIL> महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस",Water Supply,Water Shortage,MEDIUM,hi,0.278,pcmc_pune
3,"पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ आयुक्तांची माहिती मुख्य पृष्ठ / महानगरपालिका / आयुक्तांची माहिती आयुक्तांची माहिती डॉ. विजय सूर्यवंशी (भा.प्र.से) नाव:- डॉ. विजय सूर्यवंशी (भा.प्र.से) शिक्षण:-पीएचडी कार्यालयाचा पत्ता :- चौथा मजला, मनपा मुख्य प्रशासकीय इमारत मुंबई- पुणे महामार्ग, पिंपरी <PINCODE> ई-मेल कार्यालयीन :- <EMAIL> वैयत्तिक :- <EMAIL> महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस","पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ आयुक्तांची माहिती मुख्य पृष्ठ / महानगरपालिका / आयुक्तांची माहिती आयुक्तांची माहिती डॉ. विजय सूर्यवंशी (भा.प्र.से) नाव:- डॉ. विजय सूर्यवंशी (भा.प्र.से) शिक्षण:-पीएचडी कार्यालयाचा पत्ता :- चौथा मजला, मनपा मुख्य प्रशासकीय इमारत मुंबई- पुणे महामार्ग, पिंपरी <PINCODE> ई-मेल कार्यालयीन :- <EMAIL> वैयत्तिक :- <EMAIL> महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस",Water Supply,Water Shortage,MEDIUM,hi,0.278,pcmc_pune
5,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ महापालिकेच्या मिळकती मुख्य पृष्ठ / महापालिकेच्या मिळकती महापालिकेच्या मिळकती मनपाचे विविध मिळकतींचे वाटप/वितरण भूमि आणि जिंदगी विभागामार्फंत निविदा पध्दतीने करणे बाबत महापालिकेच्या विविध मिळकतींची प्रारूप यादी 26/11/2013 जाहीर प्रकटन महापालिकेच्या विविध मिळकती महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ महापालिकेच्या मिळकती मुख्य पृष्ठ / महापालिकेच्या मिळकती महापालिकेच्या मिळकती मनपाचे विविध मिळकतींचे वाटप/वितरण भूमि आणि जिंदगी विभागामार्फंत निविदा पध्दतीने करणे बाबत महापालिकेच्या विविध मिळकतींची प्रारूप यादी 26/11/2013 जाहीर प्रकटन महापालिकेच्या विविध मिळकती महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
6,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ स्मार्ट सिटी मिशन मुख्य पृष्ठ / स्मार्ट सिटी मिशन स्मार्ट सिटी प्रस्ताव मार्गदर्शक सूचना स्मार्ट सिटी बाबत केंद्राकडे पाठविलेला प्रस्ताव स्मार्ट सिटी बाबत केंद्राकडे पाठविलेलया प्रस्तावाचे पी.पी.टी.सादरीकरण स्मार्टसिटी संकेतस्थळ (www.smartpcmc.org) महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ स्मार्ट सिटी मिशन मुख्य पृष्ठ / स्मार्ट सिटी मिशन स्मार्ट सिटी प्रस्ताव मार्गदर्शक सूचना स्मार्ट सिटी बाबत केंद्राकडे पाठविलेला प्रस्ताव स्मार्ट सिटी बाबत केंद्राकडे पाठविलेलया प्रस्तावाचे पी.पी.टी.सादरीकरण स्मार्टसिटी संकेतस्थळ (www.smartpcmc.org) महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
9,"पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ कार्यपत्रिका व सभावृतांत मुख्य पृष्ठ / कार्यपत्रिका व सभावृतांत कार्यपत्रिका व सभावृतांत मा. महापालिका सभा, विविध विषय समिती कामकाज व मा. महापौर, उप महापौर इ. निवडणुकींचे नियम क्रमांक समितीचे नाव 1 महापालिका सभा 2 स्थायी समिती 3 महिला व बाल कल्याण समिती 4 विधी समिती 5 शहर सुधारणा समिती 6 क्रीड़ा,कला,साहित्य व सांस्कृतिक समिती 7 शिक्षण समिती संबंधित प्रभागस्तरीय बैठकींची माहिती अ क्षेत्रीय कार्यालय समिती ब क्षेत्रीय कार्यालय समिती क क्षेत्रीय कार्यालय समिती ड क्षेत्रीय कार्यालय समिती इ क्षेत्रीय कार्यालय समिती फ क्षेत्रीय कार्यालय समिती ग क्षेत्रीय कार्यालय समिती ह क्षेत्रीय कार्यालय समिती प्रशासकीय कार्यकाळ २०११ ते २०२२ पर्यंतचा कार्यकाळ विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस","पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ कार्यपत्रिका व सभावृतांत मुख्य पृष्ठ / कार्यपत्रिका व सभावृतांत कार्यपत्रिका व सभावृतांत मा. महापालिका सभा, विविध विषय समिती कामकाज व मा. महापौर, उप महापौर इ. निवडणुकींचे नियम क्रमांक समितीचे नाव 1 महापालिका सभा 2 स्थायी समिती 3 महिला व बाल कल्याण समिती 4 विधी समिती 5 शहर सुधारणा समिती 6 क्रीड़ा,कला,साहित्य व सांस्कृतिक समिती 7 शिक्षण समिती संबंधित प्रभागस्तरीय बैठकींची माहिती अ क्षेत्रीय कार्यालय समिती ब क्षेत्रीय कार्यालय समिती क क्षेत्रीय कार्यालय समिती ड क्षेत्रीय कार्यालय समिती इ क्षेत्रीय कार्यालय समिती फ क्षेत्रीय कार्यालय समिती ग क्षेत्रीय कार्यालय समिती ह क्षेत्रीय कार्यालय समिती प्रशासकीय कार्यकाळ २०११ ते २०२२ पर्यंतचा कार्यकाळ विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस",Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
10,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ अत्यावश्यक सेवा मुख्य पृष्ठ / अत्यावश्यक सेवा Quick Links For PCMC Area वीज केंद्र महावितरण काळेवाडी पत्ता : काळेवाडी दूरध्वनी क्रमांक :२७२७६९९९ महावितरण आकुर्डी पत्ता : आकुर्डी दूरध्वनी क्रमांक : २७६६०२५४ मोबाईल क्रमांक :- महावितरण कासारवाडी पत्ता : कासारवाडी पिंपरी पुणे दूरध्वनी क्रमांक :२७१२५२८७ मोबाईल क्रमांक :- महावितरण चिंचवड पत्ता : चिंचवड दूरध्वनी क्रमांक :२७४५२०९५ मोबाईल क्रमांक :- २७४५२०९५ महावितरण पिंपरी पत्ता : पिंपरी दूरध्वनी क्रमांक : २७४१०३६८ मोबाईल क्रमांक : महावितरण पिंपरी गाव पत्ता : पिंपरी गाव दूरध्वनी क्रमांक : २७४१११०२ मोबाईल क्रमांक :- महावितरण प्राधिकरण पत्ता :प्राधिकरण पिंपरी पुणे दूरध्वनी क्रमांक : २७६५९२७६ मोबाईल क्रमांक :- विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ अत्यावश्यक सेवा मुख्य पृष्ठ / अत्यावश्यक सेवा Quick Links For PCMC Area वीज केंद्र महावितरण काळेवाडी पत्ता : काळेवाडी दूरध्वनी क्रमांक :२७२७६९९९ महावितरण आकुर्डी पत्ता : आकुर्डी दूरध्वनी क्रमांक : २७६६०२५४ मोबाईल क्रमांक :- महावितरण कासारवाडी पत्ता : कासारवाडी पिंपरी पुणे दूरध्वनी क्रमांक :२७१२५२८७ मोबाईल क्रमांक :- महावितरण चिंचवड पत्ता : चिंचवड दूरध्वनी क्रमांक :२७४५२०९५ मोबाईल क्रमांक :- २७४५२०९५ महावितरण पिंपरी पत्ता : पिंपरी दूरध्वनी क्रमांक : २७४१०३६८ मोबाईल क्रमांक : महावितरण पिंपरी गाव पत्ता : पिंपरी गाव दूरध्वनी क्रमांक : २७४१११०२ मोबाईल क्रमांक :- महावितरण प्राधिकरण पत्ता :प्राधिकरण पिंपरी पुणे दूरध्वनी क्रमांक : २७६५९२७६ मोबाईल क्रमांक :- विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
11,"पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ अत्यावश्यक सेवा मुख्य पृष्ठ / अत्यावश्यक सेवा Quick Links For PCMC Area नेत्रालये जनकल्याण नेत्र पेढी हॉस्पिटल पत्ता : पुणे पुणे दूरध्वनी क्रमांक : २४४५७२५६ , २४४५७२५६ मोबाईल क्रमांक :- परांजपे Eye बँक पत्ता : पुणे पुणे दूरध्वनी क्रमांक : २५४४१३०८ मोबाईल क्रमांक :- महात्मा गांधी हॉस्पिटल पत्ता : पुणे पुणे दूरध्वनी क्रमांक : २४४७९४४३ मोबाईल क्रमांक :- ससून हॉस्पिटल पत्ता : पुणे पुणे दूरध्वनी क्रमांक : २६१२८००० मोबाईल क्रमांक : विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस","पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ अत्यावश्यक सेवा मुख्य पृष्ठ / अत्यावश्यक सेवा Quick Links For PCMC Area नेत्रालये जनकल्याण नेत्र पेढी हॉस्पिटल पत्ता : पुणे पुणे दूरध्वनी क्रमांक : २४४५७२५६ , २४४५७२५६ मोबाईल क्रमांक :- परांजपे Eye बँक पत्ता : पुणे पुणे दूरध्वनी क्रमांक : २५४४१३०८ मोबाईल क्रमांक :- महात्मा गांधी हॉस्पिटल पत्ता : पुणे पुणे दूरध्वनी क्रमांक : २४४७९४४३ मोबाईल क्रमांक :- ससून हॉस्पिटल पत्ता : पुणे पुणे दूरध्वनी क्रमांक : २६१२८००० मोबाईल क्रमांक : विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस",Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
12,"पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका Home Photo Gallery Home / Photo Gallery Photo Gallery अप्पू घर ""अप्पू घर"", हे 5 एकर क्षेत्रात पसरलेले आहे, याच्या परिसरात 20 रस्ते आणि एक वॉटर पार्क आहे. View Images शहर प्रेक्षागृह View Images पक्षी खोरे View Images बोट क्लब, थेरगाव View Images विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस","पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका Home Photo Gallery Home / Photo Gallery Photo Gallery अप्पू घर ""अप्पू घर"", हे 5 एकर क्षेत्रात पसरलेले आहे, याच्या परिसरात 20 रस्ते आणि एक वॉटर पार्क आहे. View Images शहर प्रेक्षागृह View Images पक्षी खोरे View Images बोट क्लब, थेरगाव View Images विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस",Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
13,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ फोटो व माहिती मुख्य पृष्ठ / फोटो व माहिती फोटो व माहिती 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ फोटो व माहिती मुख्य पृष्ठ / फोटो व माहिती फोटो व माहिती 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
16,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभाग प्रमुख आढावा सूची मुख्य पृष्ठ / संगणक / माहिती 1 तक्रार निवारण पी.जी. पोर्टल (केंद्र शासन) आपले सरकार (महाराष्ट्र शासन) मनपा तक्रार निवारण प्रणाली 2 माहिती अधिकार आपले सरकार (महाराष्ट्र शासन) मनपा माहिती अधिकार प्रणाली 3 सेवा हमी कायदा सेवा हमी कायदा महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ विभाग प्रमुख आढावा सूची मुख्य पृष्ठ / संगणक / माहिती 1 तक्रार निवारण पी.जी. पोर्टल (केंद्र शासन) आपले सरकार (महाराष्ट्र शासन) मनपा तक्रार निवारण प्रणाली 2 माहिती अधिकार आपले सरकार (महाराष्ट्र शासन) मनपा माहिती अधिकार प्रणाली 3 सेवा हमी कायदा सेवा हमी कायदा महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
17,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ मा. प्रशासक यांचे निर्णय मुख्य पृष्ठ / घडामोडी / मा. प्रशासक यांचे निर्णय राज्य शासना कडील प्रशासक नियुक्ती बाबतचे आदेश मागे जा क्रमांक माहिती 1 मा.महापालिका सभेच्या अधिकारांचा वापर करून मा. प्रशासक यांनी पारित केलेले ठराव 2 मा.स्थायी समितीच्या अधिकारांचा वापर करून मा. प्रशासक यांनी पारित केलेले ठराव 3 मा.विधी समितीच्या अधिकारांचा वापर करून मा. प्रशासक यांनी पारित केलेले ठराव महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ मा. प्रशासक यांचे निर्णय मुख्य पृष्ठ / घडामोडी / मा. प्रशासक यांचे निर्णय राज्य शासना कडील प्रशासक नियुक्ती बाबतचे आदेश मागे जा क्रमांक माहिती 1 मा.महापालिका सभेच्या अधिकारांचा वापर करून मा. प्रशासक यांनी पारित केलेले ठराव 2 मा.स्थायी समितीच्या अधिकारांचा वापर करून मा. प्रशासक यांनी पारित केलेले ठराव 3 मा.विधी समितीच्या अधिकारांचा वापर करून मा. प्रशासक यांनी पारित केलेले ठराव महानगरपालिकेच्या फेसबुक पेज चे अनावरण Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
18,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ ग्रीन सिटी ॲक्शन प्लॅन मुख्य पृष्ठ / ग्रीन सिटी ॲक्शन प्लॅन ग्रीन सिटी ॲक्शन प्लॅन Feedback form link for Green City Action Plan विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ ग्रीन सिटी ॲक्शन प्लॅन मुख्य पृष्ठ / ग्रीन सिटी ॲक्शन प्लॅन ग्रीन सिटी ॲक्शन प्लॅन Feedback form link for Green City Action Plan विज्ञान विश्वाची सफर घडविणार 'सायन्स पार्क' Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
19,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ ग्रेडेड रिस्पॉन्स ॲक्शन प्लॅन मुख्य पृष्ठ / ग्रेडेड रिस्पॉन्स ॲक्शन प्लॅन ग्रेडेड रिस्पॉन्स ॲक्शन प्लॅन Feedback form link for Graded Response Action Plan 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,पिंपरी चिंचवड महानगरपालिका | कटिबद्ध जनहिताय उद्देशाने प्रेरित महानगरपालिका मुख्य पृष्ठ ग्रेडेड रिस्पॉन्स ॲक्शन प्लॅन मुख्य पृष्ठ / ग्रेडेड रिस्पॉन्स ॲक्शन प्लॅन ग्रेडेड रिस्पॉन्स ॲक्शन प्लॅन Feedback form link for Graded Response Action Plan 'सारथी' माहिती पुस्तिका Read More घडामोडी सार्वजनिक प्रकटीकरण प्रशासन परिपत्रक इतर माहिती निविदा भरणे कार्यपत्रिका व सभावृत्तांत बांधकाम साहित्याचे दर स्थानिक संस्था कर भरा नगररचना जाहीर नोटीस,Unknown,Unknown,MEDIUM,hi,0.0,pcmc_pune
